lambda_delay,lambda_migration,lambda_resource,lambda_balance,migrate_threshold,cooldown_steps,max_candidates,d_max,queue_penalty_coeff,sensitivity_coeff,migration_state_coeff,migration_hops_coeff,migration_norm_factor,resource_tension_max,allocation_failure_penalty,mean_cost_margin_vs_nearest,mean_failed_gap_vs_nearest,mean_delay_gap_vs_nearest
0.23529411764705882,0.21568627450980393,0.3529411764705882,0.19607843137254902,0.06,2,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-13.264740761909366,-0.11875000000000013,0.0479865834336195
0.24489795918367346,0.1836734693877551,0.3673469387755102,0.20408163265306123,0.03,3,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-13.254964577883726,-0.11875000000000036,0.041807107267366916
0.24489795918367346,0.2653061224489796,0.3673469387755102,0.12244897959183673,0.03,2,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-13.244047305682273,-0.11875000000000013,0.03860507086432108
0.24489795918367346,0.2653061224489796,0.3673469387755102,0.12244897959183673,0.06,2,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-13.239017160055823,-0.11875000000000013,0.042856519285582095
0.24489795918367346,0.2653061224489796,0.326530612244898,0.163265306122449,0.03,2,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-13.23063884261748,-0.11875000000000013,0.03860507086432108
0.24489795918367346,0.2653061224489796,0.326530612244898,0.163265306122449,0.06,2,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-13.23063884261748,-0.11875000000000013,0.03860507086432108
0.24489795918367346,0.2653061224489796,0.326530612244898,0.163265306122449,0.09,2,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-13.23063884261748,-0.11875000000000013,0.03860507086432108
0.2553191489361702,0.19148936170212766,0.3829787234042553,0.17021276595744683,0.03,2,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-13.226852620428303,-0.11875000000000036,0.032233989158068965
0.2553191489361702,0.23404255319148937,0.3829787234042553,0.1276595744680851,0.09,2,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-13.226482383878704,-0.11875000000000013,0.02854330142382011
0.24489795918367346,0.2653061224489796,0.3673469387755102,0.12244897959183673,0.09,2,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-13.2246257171644,-0.11875000000000013,0.049947242293946204
0.24489795918367346,0.2653061224489796,0.28571428571428575,0.20408163265306123,0.03,2,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-13.217230379552689,-0.11875000000000013,0.03860507086432108
0.2553191489361702,0.23404255319148937,0.34042553191489366,0.17021276595744683,0.09,2,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-13.213236303953096,-0.11875000000000013,0.02854330142382011
